,0
cumulative_fp_converged,"[[0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0]
 [1 0 0 1 0 0 0 0]
 [1 1 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]"
fp_iterations,"[[1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [ 612 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [   6    4   10    7    3    2   11    1]
 [   5    3    3    5    6    3   18    6]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [ 455 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [ 348 1666 1666 1666 1666 1666 1666 1666]
 [1580 1666 1666  528 1666 1666 1666 1666]
 [ 164  911  591 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]]"
cumulative_fp_iterations,"[[1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [ 612 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [   6    4   10    7    3    2   11    1]
 [   5    3    3    5    6    3   18    6]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [ 455 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [ 348 1666 1666 1666 1666 1666 1666 1666]
 [1580 1666 1666  528 1666 1666 1666 1666]
 [ 164  911  591 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]
 [1666 1666 1666 1666 1666 1666 1666 1666]]"
contraction_evaluations,"[[5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [1836 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [  18   14   32   21   10    7   35    4]
 [  15   10   11   17   18   11   55   19]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [1365 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [1046 5000 5000 5000 5000 5000 5000 5000]
 [4741 5000 5000 1585 5000 5000 5000 5000]
 [ 494 2734 1775 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]]"
cumulative_contraction_evaluations,"[[5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [1836 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [  18   14   32   21   10    7   35    4]
 [  15   10   11   17   18   11   55   19]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [1365 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [1046 5000 5000 5000 5000 5000 5000 5000]
 [4741 5000 5000 1585 5000 5000 5000 5000]
 [ 494 2734 1775 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]
 [5000 5000 5000 5000 5000 5000 5000 5000]]"
parameters,"[[ 0.00000000e+00]
 [ 1.83611643e-11]
 [ 0.00000000e+00]
 [-2.27355509e+02]
 [-3.19172314e-03]]"
parameter_covariances,"[[ 3.44440556e-19 -3.37341021e-17  1.08365063e-20 -4.82438036e-06
  -2.91924088e-10]
 [-3.37341021e-17  3.08826844e-15 -9.96974268e-19  4.41928667e-04
   2.67411760e-08]
 [ 1.08365063e-20 -9.96974268e-19  3.21729376e-22 -1.42659620e-07
  -8.52364466e-12]
 [-4.82438036e-06  4.41928667e-04 -1.42659620e-07  6.32392680e+07
   3.82661862e+03]
 [-2.91924088e-10  2.67411760e-08 -8.52364466e-12  3.82661862e+03
   1.20463048e+00]]"
theta,[0.00000000e+00 1.83611643e-11 0.00000000e+00]
sigma,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.83611643e-11 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00]]"
sigma_squared,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 3.37132356e-22 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00]]"
pi,[]
rho,[]
beta,"[[-2.27355509e+02]
 [-3.19172314e-03]]"
gamma,[]
sigma_se,"[[4.38368837e-12            nan            nan]
 [           nan 4.15087881e-10            nan]
 [           nan            nan 1.33976273e-13]]"
sigma_squared_se,"[[0.00000000e+00 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 1.52429936e-20 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00]]"
pi_se,[]
rho_se,[]
beta_se,"[[5.93985645e+01]
 [8.19802911e-03]]"
gamma_se,[]
sigma_bounds,"(array([[0., 0., 0.],
       [0., 0., 0.],
       [0., 0., 0.]]), array([[inf,  0.,  0.],
       [ 0., inf,  0.],
       [ 0.,  0., inf]]))"
pi_bounds,"(array([], shape=(3, 0), dtype=float64), array([], shape=(3, 0), dtype=float64))"
rho_bounds,"(array([], shape=(0, 1), dtype=float64), array([], shape=(0, 1), dtype=float64))"
beta_bounds,"(array([[-inf],
       [-inf]]), array([[inf],
       [inf]]))"
gamma_bounds,"(array([], shape=(0, 1), dtype=float64), array([], shape=(0, 1), dtype=float64))"
sigma_labels,"['1', 'prices', 'style_descr']"
pi_labels,[]
rho_labels,[]
beta_labels,"['prices', 'time']"
gamma_labels,[]
delta,"[[-8.47692652]
 [-8.95138449]
 [-8.70007007]
 ...
 [-5.4056971 ]
 [-7.15640665]
 [-8.67145651]]"
tilde_costs,[]
clipped_shares,"[[False]
 [False]
 [False]
 ...
 [False]
 [False]
 [False]]"
clipped_costs,"[[False]
 [False]
 [False]
 ...
 [False]
 [False]
 [False]]"
xi,"[[-3.30848725]
 [-1.29050587]
 [ 1.46389318]
 ...
 [ 4.88621366]
 [ 0.81018829]
 [-0.02269767]]"
omega,[]
micro,[]
objective,[[40.18633774]]
xi_by_theta_jacobian,"[[-1.11859251e-15 -9.28458666e-14 -3.78951503e-19]
 [-1.95402625e-15 -7.92282164e-14  6.06970757e-18]
 [-1.58193324e-15 -5.48360572e-14 -2.48138319e-18]
 ...
 [-2.60193081e-16 -1.81668642e-13 -2.05115558e-16]
 [-5.48313514e-16 -1.75408232e-13 -2.50781567e-16]
 [-2.41321101e-16 -1.07801302e-13  5.16398919e-16]]"
omega_by_theta_jacobian,"[[nan nan nan]
 [nan nan nan]
 [nan nan nan]
 ...
 [nan nan nan]
 [nan nan nan]
 [nan nan nan]]"
micro_by_theta_jacobian,[]
gradient,"[[-9.81449119e-14]
 [ 6.70299684e-12]
 [-3.27165989e-15]]"
projected_gradient,"[[-9.81449119e-14]
 [ 6.70299684e-12]
 [-3.27165989e-15]]"
projected_gradient_norm,6.70299683907927e-12
hessian,"[[ 5.38620351e+01  2.30151225e-06 -1.49467286e-06]
 [ 2.30151225e-06  3.64937677e-01  3.60096860e-07]
 [-1.49467286e-06  3.60096860e-07  2.93833824e+00]]"
reduced_hessian,"[[0.         0.         0.        ]
 [0.         0.36493768 0.        ]
 [0.         0.         0.        ]]"
reduced_hessian_eigenvalues,[0.         0.         0.36493768]
W,"[[ 4.95849874e-06  3.64806641e-06 -2.53277003e-06  8.47141202e-07]
 [ 3.64806641e-06  1.19995425e+01 -1.62856612e-01 -3.09434990e+00]
 [-2.53277003e-06 -1.62856612e-01  8.72247156e-02 -3.69562487e-01]
 [ 8.47141202e-07 -3.09434990e+00 -3.69562487e-01  3.05403816e+00]]"
updated_W,"[[ 7.22312851e-07 -2.57384698e-06 -6.04398152e-08  3.92073977e-06]
 [-2.57384698e-06  3.50084032e+00 -2.70600355e-02 -9.86747580e-01]
 [-6.04398152e-08 -2.70600355e-02  1.91646924e-02 -8.40914835e-02]
 [ 3.92073977e-06 -9.86747580e-01 -8.40914835e-02  7.93340230e-01]]"
